Area,Date,date,Claims,CumClaims,Employed,Unemployed,PctChngEmployed
Hart County,04/04/2020,Apr 04,436,588,9983.0,1167.0,-5.6
Hart County,04/11/2020,Apr 11,530,1118,9453.0,1697.0,-10.6
Hart County,04/18/2020,Apr 18,360,1478,9093.0,2057.0,-14.0
Hart County,04/25/2020,Apr 25,390,1868,8703.0,2447.0,-17.7
Hart County,05/02/2020,May 02,328,2196,8375.0,2775.0,-20.8
Hart County,05/09/2020,May 09,345,2541,8030.0,3120.0,-24.0
Heard County,03/07/2020,Mar 07,6,6,5084.0,250.0,-0.1
Heard County,03/14/2020,Mar 14,9,15,5075.0,259.0,-0.3
Heard County,03/21/2020,Mar 21,7,22,5068.0,266.0,-0.4
Heard County,03/28/2020,Mar 28,75,97,4993.0,341.0,-1.9
Heard County,04/04/2020,Apr 04,390,487,4603.0,731.0,-9.6
Heard County,04/11/2020,Apr 11,247,734,4356.0,978.0,-14.4
Heard County,04/18/2020,Apr 18,222,956,4134.0,1200.0,-18.8
Heard County,04/25/2020,Apr 25,225,1181,3909.0,1425.0,-23.2
Heard County,05/02/2020,May 02,186,1367,3723.0,1611.0,-26.9
Heard County,05/09/2020,May 09,171,1538,3552.0,1782.0,-30.2
Henry County,03/07/2020,Mar 07,98,98,111715.0,5321.0,-0.1
Henry County,03/14/2020,Mar 14,122,220,111593.0,5443.0,-0.2
Henry County,03/21/2020,Mar 21,285,505,111308.0,5728.0,-0.5
Henry County,03/28/2020,Mar 28,3044,3549,108264.0,8772.0,-3.2
Henry County,04/04/2020,Apr 04,9962,13511,98302.0,18734.0,-12.1
Henry County,04/11/2020,Apr 11,7643,21154,90659.0,26377.0,-18.9
Henry County,04/18/2020,Apr 18,6122,27276,84537.0,32499.0,-24.4
Henry County,04/25/2020,Apr 25,7772,35048,76765.0,40271.0,-31.3
Henry County,05/02/2020,May 02,7501,42549,69264.0,47772.0,-38.1
Henry County,05/09/2020,May 09,7422,49971,61842.0,55194.0,-44.7
Houston County,03/07/2020,Mar 07,50,50,67978.0,2973.0,-0.1
Houston County,03/14/2020,Mar 14,39,89,67939.0,3012.0,-0.1
Houston County,03/21/2020,Mar 21,121,210,67818.0,3133.0,-0.3
Houston County,03/28/2020,Mar 28,1607,1817,66211.0,4740.0,-2.7
Houston County,04/04/2020,Apr 04,4167,5984,62044.0,8907.0,-8.8
Houston County,04/11/2020,Apr 11,3461,9445,58583.0,12368.0,-13.9
Houston County,04/18/2020,Apr 18,2529,11974,56054.0,14897.0,-17.6
Houston County,04/25/2020,Apr 25,2773,14747,53281.0,17670.0,-21.7
Houston County,05/02/2020,May 02,2144,16891,51137.0,19814.0,-24.8
Houston County,05/09/2020,May 09,2530,19421,48607.0,22344.0,-28.5
Irwin County,03/07/2020,Mar 07,5,5,3225.0,207.0,-0.2
Irwin County,03/14/2020,Mar 14,2,7,3223.0,209.0,-0.2
Irwin County,03/21/2020,Mar 21,3,10,3220.0,212.0,-0.3
Irwin County,03/28/2020,Mar 28,24,34,3196.0,236.0,-1.1
Irwin County,04/04/2020,Apr 04,98,132,3098.0,334.0,-4.1
Irwin County,04/11/2020,Apr 11,126,258,2972.0,460.0,-8.0
Irwin County,04/18/2020,Apr 18,129,387,2843.0,589.0,-12.0
Irwin County,04/25/2020,Apr 25,130,517,2713.0,719.0,-16.0
Irwin County,05/02/2020,May 02,70,587,2643.0,789.0,-18.2
Irwin County,05/09/2020,May 09,85,672,2558.0,874.0,-20.8
Jackson County,03/07/2020,Mar 07,23,23,35319.0,1267.0,-0.1
Jackson County,03/14/2020,Mar 14,39,62,35280.0,1306.0,-0.2
Jackson County,03/21/2020,Mar 21,55,117,35225.0,1361.0,-0.3
Jackson County,03/28/2020,Mar 28,746,863,34479.0,2107.0,-2.4
Jackson County,04/04/2020,Apr 04,2354,3217,32125.0,4461.0,-9.1
Jackson County,04/11/2020,Apr 11,1915,5132,30210.0,6376.0,-14.5
Jackson County,04/18/2020,Apr 18,1982,7114,28228.0,8358.0,-20.1
Jackson County,04/25/2020,Apr 25,1833,8947,26395.0,10191.0,-25.3
Jackson County,05/02/2020,May 02,1779,10726,24616.0,11970.0,-30.3
Jackson County,05/09/2020,May 09,1545,12271,23071.0,13515.0,-34.7
Jasper County,03/07/2020,Mar 07,4,4,6742.0,275.0,-0.1
Jasper County,03/14/2020,Mar 14,9,13,6733.0,284.0,-0.2
Jasper County,03/21/2020,Mar 21,18,31,6715.0,302.0,-0.5
Jasper County,03/28/2020,Mar 28,105,136,6610.0,407.0,-2.0
Jasper County,04/04/2020,Apr 04,339,475,6271.0,746.0,-7.0
Jasper County,04/11/2020,Apr 11,297,772,5974.0,1043.0,-11.4
Jasper County,04/18/2020,Apr 18,222,994,5752.0,1265.0,-14.7
Jasper County,04/25/2020,Apr 25,242,1236,5510.0,1507.0,-18.3
Jasper County,05/02/2020,May 02,266,1502,5244.0,1773.0,-22.3
Jasper County,05/09/2020,May 09,217,1719,5027.0,1990.0,-25.5
Jeff Davis County,03/07/2020,Mar 07,12,12,5712.0,358.0,-0.2
Jeff Davis County,03/14/2020,Mar 14,6,18,5706.0,364.0,-0.3
Jeff Davis County,03/21/2020,Mar 21,4,22,5702.0,368.0,-0.4
Jeff Davis County,03/28/2020,Mar 28,41,63,5661.0,409.0,-1.1
Jeff Davis County,04/04/2020,Apr 04,208,271,5453.0,617.0,-4.7
Jeff Davis County,04/11/2020,Apr 11,232,503,5221.0,849.0,-8.8
Jeff Davis County,04/18/2020,Apr 18,266,769,4955.0,1115.0,-13.4
Jeff Davis County,04/25/2020,Apr 25,247,1016,4708.0,1362.0,-17.7
Jeff Davis County,05/02/2020,May 02,192,1208,4516.0,1554.0,-21.1
Jeff Davis County,05/09/2020,May 09,221,1429,4295.0,1775.0,-25.0
Jefferson County,03/07/2020,Mar 07,16,16,6285.0,413.0,-0.3
Jefferson County,03/14/2020,Mar 14,14,30,6271.0,427.0,-0.5
Jefferson County,03/21/2020,Mar 21,9,39,6262.0,436.0,-0.6
Jefferson County,03/28/2020,Mar 28,69,108,6193.0,505.0,-1.7
Jefferson County,04/04/2020,Apr 04,265,373,5928.0,770.0,-5.9
Jefferson County,04/11/2020,Apr 11,277,650,5651.0,1047.0,-10.3
Jefferson County,04/18/2020,Apr 18,223,873,5428.0,1270.0,-13.9
Jefferson County,04/25/2020,Apr 25,262,1135,5166.0,1532.0,-18.0
Jefferson County,05/02/2020,May 02,249,1384,4917.0,1781.0,-22.0
Jefferson County,05/09/2020,May 09,199,1583,4718.0,1980.0,-25.1
Jenkins County,03/07/2020,Mar 07,6,6,2935.0,212.0,-0.2
Jenkins County,03/14/2020,Mar 14,9,15,2926.0,221.0,-0.5
Jenkins County,03/21/2020,Mar 21,5,20,2921.0,226.0,-0.7
Jenkins County,03/28/2020,Mar 28,42,62,2879.0,268.0,-2.1
Jenkins County,04/04/2020,Apr 04,127,189,2752.0,395.0,-6.4
Jenkins County,04/11/2020,Apr 11,127,316,2625.0,522.0,-10.7
Jenkins County,04/18/2020,Apr 18,102,418,2523.0,624.0,-14.2
Jenkins County,04/25/2020,Apr 25,115,533,2408.0,739.0,-18.1
Jenkins County,05/02/2020,May 02,78,611,2330.0,817.0,-20.8
Jenkins County,05/09/2020,May 09,90,701,2240.0,907.0,-23.8
Johnson County,03/07/2020,Mar 07,7,7,3830.0,200.0,-0.2
Johnson County,03/14/2020,Mar 14,10,17,3820.0,210.0,-0.4
Johnson County,03/21/2020,Mar 21,4,21,3816.0,214.0,-0.5
Johnson County,03/28/2020,Mar 28,24,45,3792.0,238.0,-1.2
Johnson County,04/04/2020,Apr 04,107,152,3685.0,345.0,-4.0
Johnson County,04/11/2020,Apr 11,137,289,3548.0,482.0,-7.5
Johnson County,04/18/2020,Apr 18,121,410,3427.0,603.0,-10.7
Johnson County,04/25/2020,Apr 25,80,490,3347.0,683.0,-12.8
Johnson County,05/02/2020,May 02,74,564,3273.0,757.0,-14.7
Johnson County,05/09/2020,May 09,74,638,3199.0,831.0,-16.6
Jones County,03/07/2020,Mar 07,4,4,13244.0,554.0,-0.0
Jones County,03/14/2020,Mar 14,10,14,13234.0,564.0,-0.1
Jones County,03/21/2020,Mar 21,12,26,13222.0,576.0,-0.2
Jones County,03/28/2020,Mar 28,217,243,13005.0,793.0,-1.8
Jones County,04/04/2020,Apr 04,543,786,12462.0,1336.0,-5.9
Jones County,04/11/2020,Apr 11,432,1218,12030.0,1768.0,-9.2
Jones County,04/18/2020,Apr 18,292,1510,11738.0,2060.0,-11.4
Jones County,04/25/2020,Apr 25,390,1900,11348.0,2450.0,-14.3
Jones County,05/02/2020,May 02,342,2242,11006.0,2792.0,-16.9
Jones County,05/09/2020,May 09,350,2592,10656.0,3142.0,-19.6
Lamar County,03/07/2020,Mar 07,10,10,7905.0,438.0,-0.1
Lamar County,03/14/2020,Mar 14,15,25,7890.0,453.0,-0.3
Lamar County,03/21/2020,Mar 21,19,44,7871.0,472.0,-0.6
Lamar County,03/28/2020,Mar 28,153,197,7718.0,625.0,-2.5
Lamar County,04/04/2020,Apr 04,441,638,7277.0,1066.0,-8.1
Lamar County,04/11/2020,Apr 11,504,1142,6773.0,1570.0,-14.4
Lamar County,04/18/2020,Apr 18,266,1408,6507.0,1836.0,-17.8
Lamar County,04/25/2020,Apr 25,304,1712,6203.0,2140.0,-21.6
Lamar County,05/02/2020,May 02,309,2021,5894.0,2449.0,-25.5
Lamar County,05/09/2020,May 09,263,2284,5631.0,2712.0,-28.9
Lanier County,03/07/2020,Mar 07,1,1,3567.0,183.0,-0.0
Lanier County,03/14/2020,Mar 14,3,4,3564.0,186.0,-0.1
Lanier County,03/21/2020,Mar 21,5,9,3559.0,191.0,-0.3
Lanier County,03/28/2020,Mar 28,27,36,3532.0,218.0,-1.0
Lanier County,04/04/2020,Apr 04,149,185,3383.0,367.0,-5.2
Lanier County,04/11/2020,Apr 11,132,317,3251.0,499.0,-8.9
Lanier County,04/18/2020,Apr 18,91,408,3160.0,590.0,-11.4
Lanier County,04/25/2020,Apr 25,110,518,3050.0,700.0,-14.5
Lanier County,05/02/2020,May 02,68,586,2982.0,768.0,-16.4
Lanier County,05/09/2020,May 09,79,665,2903.0,847.0,-18.6
Laurens County,03/07/2020,Mar 07,29,29,17927.0,1247.0,-0.2
Laurens County,03/14/2020,Mar 14,61,90,17866.0,1308.0,-0.5
Laurens County,03/21/2020,Mar 21,19,109,17847.0,1327.0,-0.6
Laurens County,03/28/2020,Mar 28,481,590,17366.0,1808.0,-3.3
Laurens County,04/04/2020,Apr 04,1154,1744,16212.0,2962.0,-9.7
Laurens County,04/11/2020,Apr 11,908,2652,15304.0,3870.0,-14.8
Laurens County,04/18/2020,Apr 18,950,3602,14354.0,4820.0,-20.1
Laurens County,04/25/2020,Apr 25,713,4315,13641.0,5533.0,-24.0
Laurens County,05/02/2020,May 02,575,4890,13066.0,6108.0,-27.2
Laurens County,05/09/2020,May 09,712,5602,12354.0,6820.0,-31.2
Lee County,03/07/2020,Mar 07,13,13,14235.0,592.0,-0.1
Lee County,03/14/2020,Mar 14,17,30,14218.0,609.0,-0.2
Lee County,03/21/2020,Mar 21,24,54,14194.0,633.0,-0.4
Lee County,03/28/2020,Mar 28,608,662,13586.0,1241.0,-4.6
Lee County,04/04/2020,Apr 04,1280,1942,12306.0,2521.0,-13.6
Lee County,04/11/2020,Apr 11,1117,3059,11189.0,3638.0,-21.5
Lee County,04/18/2020,Apr 18,902,3961,10287.0,4540.0,-27.8
Lee County,04/25/2020,Apr 25,1122,5083,9165.0,5662.0,-35.7
Lee County,05/02/2020,May 02,763,5846,8402.0,6425.0,-41.0
Lee County,05/09/2020,May 09,824,6670,7578.0,7249.0,-46.8
Liberty County,03/07/2020,Mar 07,25,25,25253.0,1293.0,-0.1
Liberty County,03/14/2020,Mar 14,26,51,25227.0,1319.0,-0.2
Liberty County,03/21/2020,Mar 21,36,87,25191.0,1355.0,-0.3
Liberty County,03/28/2020,Mar 28,429,516,24762.0,1784.0,-2.0
Liberty County,04/04/2020,Apr 04,1618,2134,23144.0,3402.0,-8.4
Liberty County,04/11/2020,Apr 11,1193,3327,21951.0,4595.0,-13.2
Liberty County,04/18/2020,Apr 18,968,4295,20983.0,5563.0,-17.0
Liberty County,04/25/2020,Apr 25,1190,5485,19793.0,6753.0,-21.7
Liberty County,05/02/2020,May 02,1245,6730,18548.0,7998.0,-26.6
Liberty County,05/09/2020,May 09,1237,7967,17311.0,9235.0,-31.5
Lincoln County,03/07/2020,Mar 07,8,8,3434.0,192.0,-0.2
Lincoln County,03/14/2020,Mar 14,1,9,3433.0,193.0,-0.3
Lincoln County,03/21/2020,Mar 21,9,18,3424.0,202.0,-0.5
Lincoln County,03/28/2020,Mar 28,32,50,3392.0,234.0,-1.5
Lincoln County,04/04/2020,Apr 04,180,230,3212.0,414.0,-6.7
Lincoln County,04/11/2020,Apr 11,122,352,3090.0,536.0,-10.2
Lincoln County,04/18/2020,Apr 18,88,440,3002.0,624.0,-12.8
Lincoln County,04/25/2020,Apr 25,115,555,2887.0,739.0,-16.1
Lincoln County,05/02/2020,May 02,117,672,2770.0,856.0,-19.5
Lincoln County,05/09/2020,May 09,93,765,2677.0,949.0,-22.2
Long County,03/07/2020,Mar 07,4,4,7906.0,368.0,-0.1
Long County,03/14/2020,Mar 14,11,15,7895.0,379.0,-0.2
Long County,03/21/2020,Mar 21,5,20,7890.0,384.0,-0.3
Long County,03/28/2020,Mar 28,62,82,7828.0,446.0,-1.0
Long County,04/04/2020,Apr 04,304,386,7524.0,750.0,-4.9
Long County,04/11/2020,Apr 11,245,631,7279.0,995.0,-8.0
Long County,04/18/2020,Apr 18,270,901,7009.0,1265.0,-11.4
Long County,04/25/2020,Apr 25,271,1172,6738.0,1536.0,-14.8
Long County,05/02/2020,May 02,230,1402,6508.0,1766.0,-17.7
Long County,05/09/2020,May 09,234,1636,6274.0,2000.0,-20.7
Lowndes County,03/07/2020,Mar 07,38,38,48895.0,2347.0,-0.1
Lowndes County,03/14/2020,Mar 14,34,72,48861.0,2381.0,-0.1
Lowndes County,03/21/2020,Mar 21,48,120,48813.0,2429.0,-0.2
Lowndes County,03/28/2020,Mar 28,760,880,48053.0,3189.0,-1.8
Lowndes County,04/04/2020,Apr 04,3400,4280,44653.0,6589.0,-8.7
Lowndes County,04/11/2020,Apr 11,3121,7401,41532.0,9710.0,-15.1
Lowndes County,04/18/2020,Apr 18,2218,9619,39314.0,11928.0,-19.7
Lowndes County,04/25/2020,Apr 25,2389,12008,36925.0,14317.0,-24.5
Lowndes County,05/02/2020,May 02,2165,14173,34760.0,16482.0,-29.0
Lowndes County,05/09/2020,May 09,2014,16187,32746.0,18496.0,-33.1
Lumpkin County,03/07/2020,Mar 07,9,9,16189.0,657.0,-0.1
Lumpkin County,03/14/2020,Mar 14,6,15,16183.0,663.0,-0.1
Lumpkin County,03/21/2020,Mar 21,23,38,16160.0,686.0,-0.2
Lumpkin County,03/28/2020,Mar 28,426,464,15734.0,1112.0,-2.9
Lumpkin County,04/04/2020,Apr 04,1128,1592,14606.0,2240.0,-9.8
Lumpkin County,04/11/2020,Apr 11,806,2398,13800.0,3046.0,-14.8
Lumpkin County,04/18/2020,Apr 18,725,3123,13075.0,3771.0,-19.3
Lumpkin County,04/25/2020,Apr 25,665,3788,12410.0,4436.0,-23.4
Lumpkin County,05/02/2020,May 02,569,4357,11841.0,5005.0,-26.9
Lumpkin County,05/09/2020,May 09,568,4925,11273.0,5573.0,-30.4
McDuffie County,03/07/2020,Mar 07,12,12,8408.0,577.0,-0.1
McDuffie County,03/14/2020,Mar 14,24,36,8384.0,601.0,-0.4
McDuffie County,03/21/2020,Mar 21,6,42,8378.0,607.0,-0.5
McDuffie County,03/28/2020,Mar 28,106,148,8272.0,713.0,-1.8
McDuffie County,04/04/2020,Apr 04,495,643,7777.0,1208.0,-7.6
McDuffie County,04/11/2020,Apr 11,494,1137,7283.0,1702.0,-13.5
McDuffie County,04/18/2020,Apr 18,401,1538,6882.0,2103.0,-18.3
McDuffie County,04/25/2020,Apr 25,541,2079,6341.0,2644.0,-24.7
McDuffie County,05/02/2020,May 02,399,2478,5942.0,3043.0,-29.4
McDuffie County,05/09/2020,May 09,319,2797,5623.0,3362.0,-33.2
McIntosh County,03/07/2020,Mar 07,4,4,5857.0,277.0,-0.1
McIntosh County,03/14/2020,Mar 14,7,11,5850.0,284.0,-0.2
McIntosh County,03/21/2020,Mar 21,4,15,5846.0,288.0,-0.3
McIntosh County,03/28/2020,Mar 28,90,105,5756.0,378.0,-1.8
McIntosh County,04/04/2020,Apr 04,449,554,5307.0,827.0,-9.5
McIntosh County,04/11/2020,Apr 11,378,932,4929.0,1205.0,-15.9
McIntosh County,04/18/2020,Apr 18,196,1128,4733.0,1401.0,-19.2
McIntosh County,04/25/2020,Apr 25,236,1364,4497.0,1637.0,-23.3
McIntosh County,05/02/2020,May 02,153,1517,4344.0,1790.0,-25.9
McIntosh County,05/09/2020,May 09,212,1729,4132.0,2002.0,-29.5
Macon County,03/07/2020,Mar 07,13,13,4483.0,290.0,-0.3
Macon County,03/14/2020,Mar 14,8,21,4475.0,298.0,-0.5
Macon County,03/21/2020,Mar 21,4,25,4471.0,302.0,-0.6
Macon County,03/28/2020,Mar 28,96,121,4375.0,398.0,-2.7
Macon County,04/04/2020,Apr 04,279,400,4096.0,677.0,-8.9
Macon County,04/11/2020,Apr 11,284,684,3812.0,961.0,-15.2
Macon County,04/18/2020,Apr 18,215,899,3597.0,1176.0,-20.0
Macon County,04/25/2020,Apr 25,168,1067,3429.0,1344.0,-23.7
Macon County,05/02/2020,May 02,153,1220,3276.0,1497.0,-27.1
Macon County,05/09/2020,May 09,133,1353,3143.0,1630.0,-30.1
Madison County,03/07/2020,Mar 07,8,8,12772.0,540.0,-0.1
Madison County,03/14/2020,Mar 14,18,26,12754.0,558.0,-0.2
Madison County,03/21/2020,Mar 21,36,62,12718.0,594.0,-0.5
Madison County,03/28/2020,Mar 28,360,422,12358.0,954.0,-3.3
Madison County,04/04/2020,Apr 04,827,1249,11531.0,1781.0,-9.8
Madison County,04/11/2020,Apr 11,728,1977,10803.0,2509.0,-15.5
Madison County,04/18/2020,Apr 18,652,2629,10151.0,3161.0,-20.6
Madison County,04/25/2020,Apr 25,740,3369,9411.0,3901.0,-26.4
Madison County,05/02/2020,May 02,471,3840,8940.0,4372.0,-30.0
Madison County,05/09/2020,May 09,600,4440,8340.0,4972.0,-34.7
Marion County,03/07/2020,Mar 07,2,2,3130.0,184.0,-0.1
Marion County,03/14/2020,Mar 14,3,5,3127.0,187.0,-0.2
Marion County,03/21/2020,Mar 21,2,7,3125.0,189.0,-0.2
Marion County,03/28/2020,Mar 28,39,46,3086.0,228.0,-1.5
Marion County,04/04/2020,Apr 04,112,158,2974.0,340.0,-5.0
Marion County,04/11/2020,Apr 11,117,275,2857.0,457.0,-8.8
Marion County,04/18/2020,Apr 18,90,365,2767.0,547.0,-11.7
Marion County,04/25/2020,Apr 25,101,466,2666.0,648.0,-14.9
Marion County,05/02/2020,May 02,105,571,2561.0,753.0,-18.2
Marion County,05/09/2020,May 09,82,653,2479.0,835.0,-20.8
Meriwether County,03/07/2020,Mar 07,11,11,8522.0,499.0,-0.1
Meriwether County,03/14/2020,Mar 14,17,28,8505.0,516.0,-0.3
Meriwether County,03/21/2020,Mar 21,13,41,8492.0,529.0,-0.5
Meriwether County,03/28/2020,Mar 28,168,209,8324.0,697.0,-2.4
Meriwether County,04/04/2020,Apr 04,585,794,7739.0,1282.0,-9.3
Meriwether County,04/11/2020,Apr 11,575,1369,7164.0,1857.0,-16.0
Meriwether County,04/18/2020,Apr 18,481,1850,6683.0,2338.0,-21.7
Meriwether County,04/25/2020,Apr 25,518,2368,6165.0,2856.0,-27.8
Meriwether County,05/02/2020,May 02,386,2754,5779.0,3242.0,-32.3
Meriwether County,05/09/2020,May 09,433,3187,5346.0,3675.0,-37.3
Miller County,03/07/2020,Mar 07,2,2,2679.0,126.0,-0.1
Miller County,03/14/2020,Mar 14,5,7,2674.0,131.0,-0.3
Miller County,03/21/2020,Mar 21,2,9,2672.0,133.0,-0.3
Miller County,03/28/2020,Mar 28,29,38,2643.0,162.0,-1.4
Miller County,04/04/2020,Apr 04,74,112,2569.0,236.0,-4.2
Miller County,04/11/2020,Apr 11,53,165,2516.0,289.0,-6.2
Miller County,04/18/2020,Apr 18,46,211,2470.0,335.0,-7.9
Miller County,04/25/2020,Apr 25,60,271,2410.0,395.0,-10.1
Miller County,05/02/2020,May 02,52,323,2358.0,447.0,-12.0
Miller County,05/09/2020,May 09,106,429,2252.0,553.0,-16.0
Mitchell County,03/07/2020,Mar 07,6,6,8154.0,509.0,-0.1
Mitchell County,03/14/2020,Mar 14,7,13,8147.0,516.0,-0.2
Mitchell County,03/21/2020,Mar 21,7,20,8140.0,523.0,-0.2
Mitchell County,03/28/2020,Mar 28,99,119,8041.0,622.0,-1.5
Mitchell County,04/04/2020,Apr 04,310,429,7731.0,932.0,-5.3
Mitchell County,04/11/2020,Apr 11,245,674,7486.0,1177.0,-8.3
Mitchell County,04/18/2020,Apr 18,176,850,7310.0,1353.0,-10.4
Mitchell County,04/25/2020,Apr 25,217,1067,7093.0,1570.0,-13.1
Mitchell County,05/02/2020,May 02,180,1247,6913.0,1750.0,-15.3
Mitchell County,05/09/2020,May 09,203,1450,6710.0,1953.0,-17.8
Monroe County,03/07/2020,Mar 07,6,6,12543.0,558.0,-0.0
Monroe County,03/14/2020,Mar 14,12,18,12531.0,570.0,-0.1
Monroe County,03/21/2020,Mar 21,18,36,12513.0,588.0,-0.3
Monroe County,03/28/2020,Mar 28,210,246,12303.0,798.0,-2.0
Monroe County,04/04/2020,Apr 04,646,892,11657.0,1444.0,-7.1
Monroe County,04/11/2020,Apr 11,526,1418,11131.0,1970.0,-11.3
Monroe County,04/18/2020,Apr 18,316,1734,10815.0,2286.0,-13.8
Monroe County,04/25/2020,Apr 25,407,2141,10408.0,2693.0,-17.1
Monroe County,05/02/2020,May 02,404,2545,10004.0,3097.0,-20.3
Monroe County,05/09/2020,May 09,406,2951,9598.0,3503.0,-23.5
Montgomery County,03/07/2020,Mar 07,7,7,3620.0,218.0,-0.2
Montgomery County,03/14/2020,Mar 14,9,16,3611.0,227.0,-0.4
Montgomery County,03/21/2020,Mar 21,5,21,3606.0,232.0,-0.6
Montgomery County,03/28/2020,Mar 28,53,74,3553.0,285.0,-2.0
Montgomery County,04/04/2020,Apr 04,151,225,3402.0,436.0,-6.2
Montgomery County,04/11/2020,Apr 11,232,457,3170.0,668.0,-12.6
Montgomery County,04/18/2020,Apr 18,245,702,2925.0,913.0,-19.4
Montgomery County,04/25/2020,Apr 25,162,864,2763.0,1075.0,-23.8
Montgomery County,05/02/2020,May 02,186,1050,2577.0,1261.0,-28.9
Montgomery County,05/09/2020,May 09,141,1191,2436.0,1402.0,-32.8
Morgan County,03/07/2020,Mar 07,10,10,8970.0,356.0,-0.1
Morgan County,03/14/2020,Mar 14,5,15,8965.0,361.0,-0.2
Morgan County,03/21/2020,Mar 21,52,67,8913.0,413.0,-0.7
Morgan County,03/28/2020,Mar 28,208,275,8705.0,621.0,-3.1
Morgan County,04/04/2020,Apr 04,583,858,8122.0,1204.0,-9.6
Morgan County,04/11/2020,Apr 11,521,1379,7601.0,1725.0,-15.4
Morgan County,04/18/2020,Apr 18,330,1709,7271.0,2055.0,-19.0
Morgan County,04/25/2020,Apr 25,449,2158,6822.0,2504.0,-24.0
Morgan County,05/02/2020,May 02,318,2476,6504.0,2822.0,-27.6
Morgan County,05/09/2020,May 09,369,2845,6135.0,3191.0,-31.7
Murray County,03/07/2020,Mar 07,40,40,14508.0,923.0,-0.3
Murray County,03/14/2020,Mar 14,32,72,14476.0,955.0,-0.5
Murray County,03/21/2020,Mar 21,21,93,14455.0,976.0,-0.6
Murray County,03/28/2020,Mar 28,304,397,14151.0,1280.0,-2.7
Murray County,04/04/2020,Apr 04,870,1267,13281.0,2150.0,-8.7
Murray County,04/11/2020,Apr 11,1277,2544,12004.0,3427.0,-17.5
Murray County,04/18/2020,Apr 18,2275,4819,9729.0,5702.0,-33.1
Murray County,04/25/2020,Apr 25,1276,6095,8453.0,6978.0,-41.9
Murray County,05/02/2020,May 02,1151,7246,7302.0,8129.0,-49.8
Murray County,05/09/2020,May 09,1341,8587,5961.0,9470.0,-59.0
Muscogee County,03/07/2020,Mar 07,72,72,73023.0,4261.0,-0.1
Muscogee County,03/14/2020,Mar 14,106,178,72917.0,4367.0,-0.2
Muscogee County,03/21/2020,Mar 21,106,284,72811.0,4473.0,-0.4
Muscogee County,03/28/2020,Mar 28,2144,2428,70667.0,6617.0,-3.3
Muscogee County,04/04/2020,Apr 04,6146,8574,64521.0,12763.0,-11.7
Muscogee County,04/11/2020,Apr 11,4639,13213,59882.0,17402.0,-18.1
Muscogee County,04/18/2020,Apr 18,3588,16801,56294.0,20990.0,-23.0
Muscogee County,04/25/2020,Apr 25,4076,20877,52218.0,25066.0,-28.6
Muscogee County,05/02/2020,May 02,3309,24186,48909.0,28375.0,-33.1
Muscogee County,05/09/2020,May 09,3831,28017,45078.0,32206.0,-38.3
Newton County,03/07/2020,Mar 07,54,54,50276.0,2620.0,-0.1
Newton County,03/14/2020,Mar 14,74,128,50202.0,2694.0,-0.3
Newton County,03/21/2020,Mar 21,134,262,50068.0,2828.0,-0.5
Newton County,03/28/2020,Mar 28,1250,1512,48818.0,4078.0,-3.0
Newton County,04/04/2020,Apr 04,3987,5499,44831.0,8065.0,-10.9
Newton County,04/11/2020,Apr 11,3078,8577,41753.0,11143.0,-17.0
Newton County,04/18/2020,Apr 18,2122,10699,39631.0,13265.0,-21.3
Newton County,04/25/2020,Apr 25,2724,13423,36907.0,15989.0,-26.7
Newton County,05/02/2020,May 02,2338,15761,34569.0,18327.0,-31.3
Newton County,05/09/2020,May 09,2479,18240,32090.0,20806.0,-36.2
Oconee County,03/07/2020,Mar 07,6,6,18864.0,629.0,-0.0
Oconee County,03/14/2020,Mar 14,5,11,18859.0,634.0,-0.1
Oconee County,03/21/2020,Mar 21,42,53,18817.0,676.0,-0.3
Oconee County,03/28/2020,Mar 28,427,480,18390.0,1103.0,-2.5
Oconee County,04/04/2020,Apr 04,877,1357,17513.0,1980.0,-7.2
Oconee County,04/11/2020,Apr 11,759,2116,16754.0,2739.0,-11.2
Oconee County,04/18/2020,Apr 18,682,2798,16072.0,3421.0,-14.8
Oconee County,04/25/2020,Apr 25,811,3609,15261.0,4232.0,-19.1
Oconee County,05/02/2020,May 02,597,4206,14664.0,4829.0,-22.3
Oconee County,05/09/2020,May 09,706,4912,13958.0,5535.0,-26.0
Oglethorpe County,03/07/2020,Mar 07,4,4,6689.0,270.0,-0.1
Oglethorpe County,03/14/2020,Mar 14,6,10,6683.0,276.0,-0.1
Oglethorpe County,03/21/2020,Mar 21,16,26,6667.0,292.0,-0.4
Oglethorpe County,03/28/2020,Mar 28,110,136,6557.0,402.0,-2.0
Oglethorpe County,04/04/2020,Apr 04,277,413,6280.0,679.0,-6.2
Oglethorpe County,04/11/2020,Apr 11,278,691,6002.0,957.0,-10.3
Oglethorpe County,04/18/2020,Apr 18,179,870,5823.0,1136.0,-13.0
Oglethorpe County,04/25/2020,Apr 25,246,1116,5577.0,1382.0,-16.7
Oglethorpe County,05/02/2020,May 02,134,1250,5443.0,1516.0,-18.7
Oglethorpe County,05/09/2020,May 09,302,1552,5141.0,1818.0,-23.2
Paulding County,03/07/2020,Mar 07,43,43,83601.0,3320.0,-0.1
Paulding County,03/14/2020,Mar 14,52,95,83549.0,3372.0,-0.1
Paulding County,03/21/2020,Mar 21,164,259,83385.0,3536.0,-0.3
