Area,Date,date,Claims,CumClaims,Employed,Unemployed,PctChngEmployed
Georgia,03/07/2020,Mar 07,4401,4401,4932081.0,228054.0,-0.1
Georgia,03/14/2020,Mar 14,5248,9649,4926833.0,233302.0,-0.2
Georgia,03/21/2020,Mar 21,11707,21356,4915126.0,245009.0,-0.4
Georgia,03/28/2020,Mar 28,130544,151900,4784582.0,375553.0,-3.1
Georgia,04/04/2020,Apr 04,377105,529005,4407477.0,752658.0,-10.7
Georgia,04/11/2020,Apr 11,294035,823040,4113442.0,1046693.0,-16.7
Georgia,04/18/2020,Apr 18,243320,1066360,3870122.0,1290013.0,-21.6
Georgia,04/25/2020,Apr 25,262615,1328975,3607507.0,1552628.0,-26.9
Georgia,05/02/2020,May 02,224794,1553769,3382713.0,1777422.0,-31.5
Georgia,05/09/2020,May 09,240092,1793861,3142621.0,2017514.0,-36.3
Appling County,03/07/2020,Mar 07,5,5,9301.0,435.0,-0.1
Appling County,03/14/2020,Mar 14,6,11,9295.0,441.0,-0.1
Appling County,03/21/2020,Mar 21,5,16,9290.0,446.0,-0.2
Appling County,03/28/2020,Mar 28,143,159,9147.0,589.0,-1.7
Appling County,04/04/2020,Apr 04,322,481,8825.0,911.0,-5.2
Appling County,04/11/2020,Apr 11,300,781,8525.0,1211.0,-8.4
Appling County,04/18/2020,Apr 18,274,1055,8251.0,1485.0,-11.3
Appling County,04/25/2020,Apr 25,318,1373,7933.0,1803.0,-14.8
Appling County,05/02/2020,May 02,279,1652,7654.0,2082.0,-17.8
Appling County,05/09/2020,May 09,229,1881,7425.0,2311.0,-20.2
Atkinson County,03/07/2020,Mar 07,25,25,4821.0,200.0,-0.5
Atkinson County,03/14/2020,Mar 14,20,45,4801.0,220.0,-0.9
Atkinson County,03/21/2020,Mar 21,16,61,4785.0,236.0,-1.3
Atkinson County,03/28/2020,Mar 28,285,346,4500.0,521.0,-7.1
Atkinson County,04/04/2020,Apr 04,964,1310,3536.0,1485.0,-27.0
Atkinson County,04/11/2020,Apr 11,857,2167,2679.0,2342.0,-44.7
Atkinson County,04/18/2020,Apr 18,829,2996,1850.0,3171.0,-61.8
Atkinson County,04/25/2020,Apr 25,755,3751,1095.0,3926.0,-77.4
Atkinson County,05/02/2020,May 02,694,4445,401.0,4620.0,-91.7
Atkinson County,05/09/2020,May 09,635,5080,-234.0,5255.0,-104.8
Bacon County,03/07/2020,Mar 07,41,41,4726.0,261.0,-0.9
Bacon County,03/14/2020,Mar 14,5,46,4721.0,266.0,-1.0
Bacon County,03/21/2020,Mar 21,7,53,4714.0,273.0,-1.1
Bacon County,03/28/2020,Mar 28,64,117,4650.0,337.0,-2.5
Bacon County,04/04/2020,Apr 04,216,333,4434.0,553.0,-7.0
Bacon County,04/11/2020,Apr 11,144,477,4290.0,697.0,-10.0
Bacon County,04/18/2020,Apr 18,218,695,4072.0,915.0,-14.6
Bacon County,04/25/2020,Apr 25,187,882,3885.0,1102.0,-18.5
Bacon County,05/02/2020,May 02,176,1058,3709.0,1278.0,-22.2
Bacon County,05/09/2020,May 09,166,1224,3543.0,1444.0,-25.7
Baker County,03/07/2020,Mar 07,2,2,1131.0,66.0,-0.2
Baker County,03/14/2020,Mar 14,6,8,1125.0,72.0,-0.7
Baker County,03/21/2020,Mar 21,2,10,1123.0,74.0,-0.9
Baker County,03/28/2020,Mar 28,21,31,1102.0,95.0,-2.7
Baker County,04/04/2020,Apr 04,73,104,1029.0,168.0,-9.2
Baker County,04/11/2020,Apr 11,63,167,966.0,231.0,-14.7
Baker County,04/18/2020,Apr 18,54,221,912.0,285.0,-19.5
Baker County,04/25/2020,Apr 25,53,274,859.0,338.0,-24.2
Baker County,05/02/2020,May 02,67,341,792.0,405.0,-30.1
Baker County,05/09/2020,May 09,47,388,745.0,452.0,-34.2
Baldwin County,03/07/2020,Mar 07,17,17,16720.0,1010.0,-0.1
Baldwin County,03/14/2020,Mar 14,17,34,16703.0,1027.0,-0.2
Baldwin County,03/21/2020,Mar 21,12,46,16691.0,1039.0,-0.3
Baldwin County,03/28/2020,Mar 28,472,518,16219.0,1511.0,-3.1
Baldwin County,04/04/2020,Apr 04,1094,1612,15125.0,2605.0,-9.6
Baldwin County,04/11/2020,Apr 11,925,2537,14200.0,3530.0,-15.2
Baldwin County,04/18/2020,Apr 18,754,3291,13446.0,4284.0,-19.7
Baldwin County,04/25/2020,Apr 25,827,4118,12619.0,5111.0,-24.6
Baldwin County,05/02/2020,May 02,911,5029,11708.0,6022.0,-30.0
Baldwin County,05/09/2020,May 09,664,5693,11044.0,6686.0,-34.0
Banks County,03/07/2020,Mar 07,8,8,9475.0,358.0,-0.1
Banks County,03/14/2020,Mar 14,40,48,9435.0,398.0,-0.5
Banks County,03/21/2020,Mar 21,17,65,9418.0,415.0,-0.7
Banks County,03/28/2020,Mar 28,146,211,9272.0,561.0,-2.2
Banks County,04/04/2020,Apr 04,497,708,8775.0,1058.0,-7.5
Banks County,04/11/2020,Apr 11,486,1194,8289.0,1544.0,-12.6
Banks County,04/18/2020,Apr 18,590,1784,7699.0,2134.0,-18.8
Banks County,04/25/2020,Apr 25,498,2282,7201.0,2632.0,-24.1
Banks County,05/02/2020,May 02,401,2683,6800.0,3033.0,-28.3
Banks County,05/09/2020,May 09,476,3159,6324.0,3509.0,-33.3
Barrow County,03/07/2020,Mar 07,27,27,39332.0,1511.0,-0.1
Barrow County,03/14/2020,Mar 14,41,68,39291.0,1552.0,-0.2
Barrow County,03/21/2020,Mar 21,62,130,39229.0,1614.0,-0.3
Barrow County,03/28/2020,Mar 28,940,1070,38289.0,2554.0,-2.7
Barrow County,04/04/2020,Apr 04,2787,3857,35502.0,5341.0,-9.8
Barrow County,04/11/2020,Apr 11,2709,6566,32793.0,8050.0,-16.7
Barrow County,04/18/2020,Apr 18,2245,8811,30548.0,10295.0,-22.4
Barrow County,04/25/2020,Apr 25,2110,10921,28438.0,12405.0,-27.7
Barrow County,05/02/2020,May 02,1572,12493,26866.0,13977.0,-31.7
Barrow County,05/09/2020,May 09,1780,14273,25086.0,15757.0,-36.3
Bartow County,03/07/2020,Mar 07,45,45,48994.0,2190.0,-0.1
Bartow County,03/14/2020,Mar 14,67,112,48927.0,2257.0,-0.2
Bartow County,03/21/2020,Mar 21,154,266,48773.0,2411.0,-0.5
Bartow County,03/28/2020,Mar 28,1443,1709,47330.0,3854.0,-3.5
Bartow County,04/04/2020,Apr 04,4222,5931,43108.0,8076.0,-12.1
Bartow County,04/11/2020,Apr 11,3521,9452,39587.0,11597.0,-19.3
Bartow County,04/18/2020,Apr 18,3995,13447,35592.0,15592.0,-27.4
Bartow County,04/25/2020,Apr 25,3277,16724,32315.0,18869.0,-34.1
Bartow County,05/02/2020,May 02,2562,19286,29753.0,21431.0,-39.3
Bartow County,05/09/2020,May 09,2991,22277,26762.0,24422.0,-45.4
Ben Hill County,03/07/2020,Mar 07,10,10,4985.0,411.0,-0.2
Ben Hill County,03/14/2020,Mar 14,8,18,4977.0,419.0,-0.4
Ben Hill County,03/21/2020,Mar 21,44,62,4933.0,463.0,-1.2
Ben Hill County,03/28/2020,Mar 28,129,191,4804.0,592.0,-3.8
Ben Hill County,04/04/2020,Apr 04,435,626,4369.0,1027.0,-12.5
Ben Hill County,04/11/2020,Apr 11,1008,1634,3361.0,2035.0,-32.7
Ben Hill County,04/18/2020,Apr 18,997,2631,2364.0,3032.0,-52.7
Ben Hill County,04/25/2020,Apr 25,1015,3646,1349.0,4047.0,-73.0
Ben Hill County,05/02/2020,May 02,489,4135,860.0,4536.0,-82.8
Ben Hill County,05/09/2020,May 09,559,4694,301.0,5095.0,-94.0
Berrien County,03/07/2020,Mar 07,25,25,7195.0,444.0,-0.3
Berrien County,03/14/2020,Mar 14,13,38,7182.0,457.0,-0.5
Berrien County,03/21/2020,Mar 21,17,55,7165.0,474.0,-0.8
Berrien County,03/28/2020,Mar 28,102,157,7063.0,576.0,-2.2
Berrien County,04/04/2020,Apr 04,414,571,6649.0,990.0,-7.9
Berrien County,04/11/2020,Apr 11,761,1332,5888.0,1751.0,-18.4
Berrien County,04/18/2020,Apr 18,325,1657,5563.0,2076.0,-23.0
Berrien County,04/25/2020,Apr 25,332,1989,5231.0,2408.0,-27.5
Berrien County,05/02/2020,May 02,256,2245,4975.0,2664.0,-31.1
Berrien County,05/09/2020,May 09,358,2603,4617.0,3022.0,-36.1
Bibb County,03/07/2020,Mar 07,62,62,65044.0,3339.0,-0.1
Bibb County,03/14/2020,Mar 14,77,139,64967.0,3416.0,-0.2
Bibb County,03/21/2020,Mar 21,134,273,64833.0,3550.0,-0.4
Bibb County,03/28/2020,Mar 28,1797,2070,63036.0,5347.0,-3.2
Bibb County,04/04/2020,Apr 04,4711,6781,58325.0,10058.0,-10.4
Bibb County,04/11/2020,Apr 11,3910,10691,54415.0,13968.0,-16.4
Bibb County,04/18/2020,Apr 18,2859,13550,51556.0,16827.0,-20.8
Bibb County,04/25/2020,Apr 25,3487,17037,48069.0,20314.0,-26.2
Bibb County,05/02/2020,May 02,2730,19767,45339.0,23044.0,-30.4
Bibb County,05/09/2020,May 09,3166,22933,42173.0,26210.0,-35.2
Bleckley County,03/07/2020,Mar 07,5,5,4270.0,293.0,-0.1
Bleckley County,03/14/2020,Mar 14,16,21,4254.0,309.0,-0.5
Bleckley County,03/21/2020,Mar 21,12,33,4242.0,321.0,-0.8
Bleckley County,03/28/2020,Mar 28,47,80,4195.0,368.0,-1.9
Bleckley County,04/04/2020,Apr 04,232,312,3963.0,600.0,-7.3
Bleckley County,04/11/2020,Apr 11,165,477,3798.0,765.0,-11.2
Bleckley County,04/18/2020,Apr 18,130,607,3668.0,895.0,-14.2
Bleckley County,04/25/2020,Apr 25,127,734,3541.0,1022.0,-17.2
Bleckley County,05/02/2020,May 02,111,845,3430.0,1133.0,-19.8
Bleckley County,05/09/2020,May 09,127,972,3303.0,1260.0,-22.7
Brantley County,03/07/2020,Mar 07,6,6,6821.0,350.0,-0.1
Brantley County,03/14/2020,Mar 14,8,14,6813.0,358.0,-0.2
Brantley County,03/21/2020,Mar 21,7,21,6806.0,365.0,-0.3
Brantley County,03/28/2020,Mar 28,82,103,6724.0,447.0,-1.5
Brantley County,04/04/2020,Apr 04,438,541,6286.0,885.0,-7.9
Brantley County,04/11/2020,Apr 11,339,880,5947.0,1224.0,-12.9
Brantley County,04/18/2020,Apr 18,311,1191,5636.0,1535.0,-17.4
Brantley County,04/25/2020,Apr 25,315,1506,5321.0,1850.0,-22.1
Brantley County,05/02/2020,May 02,309,1815,5012.0,2159.0,-26.6
Brantley County,05/09/2020,May 09,291,2106,4721.0,2450.0,-30.8
Brooks County,03/07/2020,Mar 07,5,5,6672.0,300.0,-0.1
Brooks County,03/14/2020,Mar 14,3,8,6669.0,303.0,-0.1
Brooks County,03/21/2020,Mar 21,9,17,6660.0,312.0,-0.3
Brooks County,03/28/2020,Mar 28,55,72,6605.0,367.0,-1.1
Brooks County,04/04/2020,Apr 04,246,318,6359.0,613.0,-4.8
Brooks County,04/11/2020,Apr 11,177,495,6182.0,790.0,-7.4
Brooks County,04/18/2020,Apr 18,203,698,5979.0,993.0,-10.5
Brooks County,04/25/2020,Apr 25,181,879,5798.0,1174.0,-13.2
Brooks County,05/02/2020,May 02,227,1106,5571.0,1401.0,-16.6
Brooks County,05/09/2020,May 09,163,1269,5408.0,1564.0,-19.0
Bryan County,03/07/2020,Mar 07,11,11,17558.0,749.0,-0.1
Bryan County,03/14/2020,Mar 14,28,39,17530.0,777.0,-0.2
Bryan County,03/21/2020,Mar 21,66,105,17464.0,843.0,-0.6
Bryan County,03/28/2020,Mar 28,351,456,17113.0,1194.0,-2.6
Bryan County,04/04/2020,Apr 04,1644,2100,15469.0,2838.0,-12.0
Bryan County,04/11/2020,Apr 11,1271,3371,14198.0,4109.0,-19.2
Bryan County,04/18/2020,Apr 18,1116,4487,13082.0,5225.0,-25.5
Bryan County,04/25/2020,Apr 25,1001,5488,12081.0,6226.0,-31.2
Bryan County,05/02/2020,May 02,917,6405,11164.0,7143.0,-36.5
Bryan County,05/09/2020,May 09,821,7226,10343.0,7964.0,-41.1
Bulloch County,03/07/2020,Mar 07,111,111,34935.0,2063.0,-0.3
Bulloch County,03/14/2020,Mar 14,42,153,34893.0,2105.0,-0.4
Bulloch County,03/21/2020,Mar 21,86,239,34807.0,2191.0,-0.7
Bulloch County,03/28/2020,Mar 28,736,975,34071.0,2927.0,-2.8
Bulloch County,04/04/2020,Apr 04,2633,3608,31438.0,5560.0,-10.3
Bulloch County,04/11/2020,Apr 11,2078,5686,29360.0,7638.0,-16.2
Bulloch County,04/18/2020,Apr 18,1675,7361,27685.0,9313.0,-21.0
Bulloch County,04/25/2020,Apr 25,1687,9048,25998.0,11000.0,-25.8
Bulloch County,05/02/2020,May 02,1759,10807,24239.0,12759.0,-30.8
Bulloch County,05/09/2020,May 09,1721,12528,22518.0,14480.0,-35.7
Burke County,03/07/2020,Mar 07,26,26,8718.0,554.0,-0.3
Burke County,03/14/2020,Mar 14,14,40,8704.0,568.0,-0.5
Burke County,03/21/2020,Mar 21,10,50,8694.0,578.0,-0.6
Burke County,03/28/2020,Mar 28,85,135,8609.0,663.0,-1.5
Burke County,04/04/2020,Apr 04,438,573,8171.0,1101.0,-6.6
Burke County,04/11/2020,Apr 11,419,992,7752.0,1520.0,-11.3
Burke County,04/18/2020,Apr 18,376,1368,7376.0,1896.0,-15.6
Burke County,04/25/2020,Apr 25,353,1721,7023.0,2249.0,-19.7
Burke County,05/02/2020,May 02,339,2060,6684.0,2588.0,-23.6
Burke County,05/09/2020,May 09,264,2324,6420.0,2852.0,-26.6
Butts County,03/07/2020,Mar 07,11,11,10402.0,475.0,-0.1
Butts County,03/14/2020,Mar 14,14,25,10388.0,489.0,-0.2
Butts County,03/21/2020,Mar 21,19,44,10369.0,508.0,-0.4
Butts County,03/28/2020,Mar 28,225,269,10144.0,733.0,-2.6
Butts County,04/04/2020,Apr 04,749,1018,9395.0,1482.0,-9.8
Butts County,04/11/2020,Apr 11,647,1665,8748.0,2129.0,-16.0
Butts County,04/18/2020,Apr 18,543,2208,8205.0,2672.0,-21.2
Butts County,04/25/2020,Apr 25,572,2780,7633.0,3244.0,-26.7
Butts County,05/02/2020,May 02,760,3540,6873.0,4004.0,-34.0
Butts County,05/09/2020,May 09,671,4211,6202.0,4675.0,-40.4
Calhoun County,03/07/2020,Mar 07,8,8,2212.0,126.0,-0.4
Calhoun County,03/14/2020,Mar 14,10,18,2202.0,136.0,-0.8
Calhoun County,03/21/2020,Mar 21,14,32,2188.0,150.0,-1.4
Calhoun County,03/28/2020,Mar 28,74,106,2114.0,224.0,-4.8
Calhoun County,04/04/2020,Apr 04,212,318,1902.0,436.0,-14.3
Calhoun County,04/11/2020,Apr 11,222,540,1680.0,658.0,-24.3
Calhoun County,04/18/2020,Apr 18,187,727,1493.0,845.0,-32.7
Calhoun County,04/25/2020,Apr 25,221,948,1272.0,1066.0,-42.7
Calhoun County,05/02/2020,May 02,202,1150,1070.0,1268.0,-51.8
Calhoun County,05/09/2020,May 09,171,1321,899.0,1439.0,-59.5
Camden County,03/07/2020,Mar 07,10,10,19953.0,946.0,-0.1
Camden County,03/14/2020,Mar 14,10,20,19943.0,956.0,-0.1
Camden County,03/21/2020,Mar 21,21,41,19922.0,977.0,-0.2
Camden County,03/28/2020,Mar 28,384,425,19538.0,1361.0,-2.1
Camden County,04/04/2020,Apr 04,1264,1689,18274.0,2625.0,-8.5
Camden County,04/11/2020,Apr 11,774,2463,17500.0,3399.0,-12.3
Camden County,04/18/2020,Apr 18,772,3235,16728.0,4171.0,-16.2
Camden County,04/25/2020,Apr 25,778,4013,15950.0,4949.0,-20.1
Camden County,05/02/2020,May 02,777,4790,15173.0,5726.0,-24.0
Camden County,05/09/2020,May 09,805,5595,14368.0,6531.0,-28.0
Candler County,03/07/2020,Mar 07,12,12,5432.0,223.0,-0.2
Candler County,03/14/2020,Mar 14,5,17,5427.0,228.0,-0.3
Candler County,03/21/2020,Mar 21,19,36,5408.0,247.0,-0.7
Candler County,03/28/2020,Mar 28,94,130,5314.0,341.0,-2.4
Candler County,04/04/2020,Apr 04,236,366,5078.0,577.0,-6.7
Candler County,04/11/2020,Apr 11,198,564,4880.0,775.0,-10.4
Candler County,04/18/2020,Apr 18,143,707,4737.0,918.0,-13.0
Candler County,04/25/2020,Apr 25,205,912,4532.0,1123.0,-16.8
Candler County,05/02/2020,May 02,140,1052,4392.0,1263.0,-19.3
Candler County,05/09/2020,May 09,164,1216,4228.0,1427.0,-22.3
Carroll County,03/07/2020,Mar 07,48,48,53384.0,2611.0,-0.1
Carroll County,03/14/2020,Mar 14,74,122,53310.0,2685.0,-0.2
Carroll County,03/21/2020,Mar 21,78,200,53232.0,2763.0,-0.4
Carroll County,03/28/2020,Mar 28,1366,1566,51866.0,4129.0,-2.9
Carroll County,04/04/2020,Apr 04,4384,5950,47482.0,8513.0,-11.1
Carroll County,04/11/2020,Apr 11,2974,8924,44508.0,11487.0,-16.7
Carroll County,04/18/2020,Apr 18,2658,11582,41850.0,14145.0,-21.7
Carroll County,04/25/2020,Apr 25,2552,14134,39298.0,16697.0,-26.5
Carroll County,05/02/2020,May 02,2774,16908,36524.0,19471.0,-31.6
Carroll County,05/09/2020,May 09,2187,19095,34337.0,21658.0,-35.7
Catoosa County,03/07/2020,Mar 07,14,14,32806.0,1238.0,-0.0
Catoosa County,03/14/2020,Mar 14,13,27,32793.0,1251.0,-0.1
Catoosa County,03/21/2020,Mar 21,14,41,32779.0,1265.0,-0.1
Catoosa County,03/28/2020,Mar 28,326,367,32453.0,1591.0,-1.1
Catoosa County,04/04/2020,Apr 04,1116,1483,31337.0,2707.0,-4.5
Catoosa County,04/11/2020,Apr 11,889,2372,30448.0,3596.0,-7.2
Catoosa County,04/18/2020,Apr 18,875,3247,29573.0,4471.0,-9.9
Catoosa County,04/25/2020,Apr 25,893,4140,28680.0,5364.0,-12.6
Catoosa County,05/02/2020,May 02,723,4863,27957.0,6087.0,-14.8
Catoosa County,05/09/2020,May 09,709,5572,27248.0,6796.0,-17.0
Charlton County,03/07/2020,Mar 07,1,1,4611.0,216.0,-0.0
Charlton County,03/14/2020,Mar 14,1,2,4610.0,217.0,-0.0
Charlton County,03/21/2020,Mar 21,3,5,4607.0,220.0,-0.1
Charlton County,03/28/2020,Mar 28,49,54,4558.0,269.0,-1.2
Charlton County,04/04/2020,Apr 04,118,172,4440.0,387.0,-3.7
Charlton County,04/11/2020,Apr 11,111,283,4329.0,498.0,-6.1
Charlton County,04/18/2020,Apr 18,155,438,4174.0,653.0,-9.5
Charlton County,04/25/2020,Apr 25,128,566,4046.0,781.0,-12.3
Charlton County,05/02/2020,May 02,175,741,3871.0,956.0,-16.1
Charlton County,05/09/2020,May 09,142,883,3729.0,1098.0,-19.1
Chatham County,03/07/2020,Mar 07,110,110,133650.0,6098.0,-0.1
Chatham County,03/14/2020,Mar 14,100,210,133550.0,6198.0,-0.2
Chatham County,03/21/2020,Mar 21,369,579,133181.0,6567.0,-0.4
Chatham County,03/28/2020,Mar 28,6022,6601,127159.0,12589.0,-4.9
Chatham County,04/04/2020,Apr 04,15293,21894,111866.0,27882.0,-16.4
Chatham County,04/11/2020,Apr 11,10172,32066,101694.0,38054.0,-24.0
Chatham County,04/18/2020,Apr 18,8794,40860,92900.0,46848.0,-30.5
Chatham County,04/25/2020,Apr 25,8893,49753,84007.0,55741.0,-37.2
Chatham County,05/02/2020,May 02,8549,58302,75458.0,64290.0,-43.6
Chatham County,05/09/2020,May 09,7845,66147,67613.0,72135.0,-49.5
Chattahoochee County,03/07/2020,Mar 07,3,3,1892.0,121.0,-0.2
Chattahoochee County,03/14/2020,Mar 14,6,9,1886.0,127.0,-0.5
Chattahoochee County,03/21/2020,Mar 21,2,11,1884.0,129.0,-0.6
Chattahoochee County,03/28/2020,Mar 28,25,36,1859.0,154.0,-1.9
Chattahoochee County,04/04/2020,Apr 04,149,185,1710.0,303.0,-9.8
Chattahoochee County,04/11/2020,Apr 11,135,320,1575.0,438.0,-16.9
Chattahoochee County,04/18/2020,Apr 18,108,428,1467.0,546.0,-22.6
Chattahoochee County,04/25/2020,Apr 25,127,555,1340.0,673.0,-29.3
Chattahoochee County,05/02/2020,May 02,109,664,1231.0,782.0,-35.0
Chattahoochee County,05/09/2020,May 09,122,786,1109.0,904.0,-41.5
Chattooga County,03/07/2020,Mar 07,18,18,9726.0,603.0,-0.2
Chattooga County,03/14/2020,Mar 14,10,28,9716.0,613.0,-0.3
Chattooga County,03/21/2020,Mar 21,16,44,9700.0,629.0,-0.5
Chattooga County,03/28/2020,Mar 28,98,142,9602.0,727.0,-1.5
Chattooga County,04/04/2020,Apr 04,799,941,8803.0,1526.0,-9.7
Chattooga County,04/11/2020,Apr 11,1700,2641,7103.0,3226.0,-27.1
Chattooga County,04/18/2020,Apr 18,676,3317,6427.0,3902.0,-34.0
Chattooga County,04/25/2020,Apr 25,544,3861,5883.0,4446.0,-39.6
Chattooga County,05/02/2020,May 02,370,4231,5513.0,4816.0,-43.4
Chattooga County,05/09/2020,May 09,751,4982,4762.0,5567.0,-51.1
Cherokee County,03/07/2020,Mar 07,56,56,132213.0,4800.0,-0.0
Cherokee County,03/14/2020,Mar 14,65,121,132148.0,4865.0,-0.1
Cherokee County,03/21/2020,Mar 21,236,357,131912.0,5101.0,-0.3
Cherokee County,03/28/2020,Mar 28,4061,4418,127851.0,9162.0,-3.3
Cherokee County,04/04/2020,Apr 04,9857,14275,117994.0,19019.0,-10.8
Cherokee County,04/11/2020,Apr 11,6951,21226,111043.0,25970.0,-16.0
Cherokee County,04/18/2020,Apr 18,5785,27011,105258.0,31755.0,-20.4
Cherokee County,04/25/2020,Apr 25,5811,32822,99447.0,37566.0,-24.8
Cherokee County,05/02/2020,May 02,4797,37619,94650.0,42363.0,-28.4
Cherokee County,05/09/2020,May 09,5455,43074,89195.0,47818.0,-32.6
Clarke County,03/07/2020,Mar 07,28,28,56611.0,2789.0,-0.0
Clarke County,03/14/2020,Mar 14,53,81,56558.0,2842.0,-0.1
Clarke County,03/21/2020,Mar 21,286,367,56272.0,3128.0,-0.6
Clarke County,03/28/2020,Mar 28,2498,2865,53774.0,5626.0,-5.1
Clarke County,04/04/2020,Apr 04,4074,6939,49700.0,9700.0,-12.3
Clarke County,04/11/2020,Apr 11,3509,10448,46191.0,13209.0,-18.4
Clarke County,04/18/2020,Apr 18,3013,13461,43178.0,16222.0,-23.8
Clarke County,04/25/2020,Apr 25,3137,16598,40041.0,19359.0,-29.3
Clarke County,05/02/2020,May 02,2337,18935,37704.0,21696.0,-33.4
Clarke County,05/09/2020,May 09,2942,21877,34762.0,24638.0,-38.6
Clay County,03/07/2020,Mar 07,0,0,828.0,69.0,0.0
Clay County,03/14/2020,Mar 14,3,3,825.0,72.0,-0.4
Clay County,03/21/2020,Mar 21,5,8,820.0,77.0,-1.0
Clay County,03/28/2020,Mar 28,43,51,777.0,120.0,-6.2
Clay County,04/04/2020,Apr 04,137,188,640.0,257.0,-22.7
Clay County,04/11/2020,Apr 11,124,312,516.0,381.0,-37.7
Clay County,04/18/2020,Apr 18,93,405,423.0,474.0,-48.9
Clay County,04/25/2020,Apr 25,94,499,329.0,568.0,-60.3
Clay County,05/02/2020,May 02,94,593,235.0,662.0,-71.6
Clay County,05/09/2020,May 09,80,673,155.0,742.0,-81.3
Clayton County,03/07/2020,Mar 07,144,144,132225.0,7681.0,-0.1
Clayton County,03/14/2020,Mar 14,181,325,132044.0,7862.0,-0.2
Clayton County,03/21/2020,Mar 21,523,848,131521.0,8385.0,-0.6
Clayton County,03/28/2020,Mar 28,3913,4761,127608.0,12298.0,-3.6
Clayton County,04/04/2020,Apr 04,14597,19358,113011.0,26895.0,-14.6
Clayton County,04/11/2020,Apr 11,10185,29543,102826.0,37080.0,-22.3
Clayton County,04/18/2020,Apr 18,7210,36753,95616.0,44290.0,-27.8
Clayton County,04/25/2020,Apr 25,9048,45801,86568.0,53338.0,-34.6
Clayton County,05/02/2020,May 02,8900,54701,77668.0,62238.0,-41.3
Clayton County,05/09/2020,May 09,8329,63030,69339.0,70567.0,-47.6
Clinch County,03/07/2020,Mar 07,5,5,2474.0,138.0,-0.2
Clinch County,03/14/2020,Mar 14,7,12,2467.0,145.0,-0.5
Clinch County,03/21/2020,Mar 21,6,18,2461.0,151.0,-0.7
Clinch County,03/28/2020,Mar 28,83,101,2378.0,234.0,-4.1
Clinch County,04/04/2020,Apr 04,342,443,2036.0,576.0,-17.9
Clinch County,04/11/2020,Apr 11,419,862,1617.0,995.0,-34.8
Clinch County,04/18/2020,Apr 18,599,1461,1018.0,1594.0,-58.9
Clinch County,04/25/2020,Apr 25,521,1982,497.0,2115.0,-80.0
Clinch County,05/02/2020,May 02,416,2398,81.0,2531.0,-96.7
Clinch County,05/09/2020,May 09,363,2761,-282.0,2894.0,-111.4
Cobb County,03/07/2020,Mar 07,261,261,412920.0,16600.0,-0.1
Cobb County,03/14/2020,Mar 14,286,547,412634.0,16886.0,-0.1
Cobb County,03/21/2020,Mar 21,982,1529,411652.0,17868.0,-0.4
Cobb County,03/28/2020,Mar 28,11745,13274,399907.0,29613.0,-3.2
Cobb County,04/04/2020,Apr 04,30774,44048,369133.0,60387.0,-10.7
Cobb County,04/11/2020,Apr 11,21303,65351,347830.0,81690.0,-15.8
Cobb County,04/18/2020,Apr 18,17992,83343,329838.0,99682.0,-20.2
Cobb County,04/25/2020,Apr 25,18968,102311,310870.0,118650.0,-24.8
Cobb County,05/02/2020,May 02,15856,118167,295014.0,134506.0,-28.6
Cobb County,05/09/2020,May 09,17725,135892,277289.0,152231.0,-32.9
Coffee County,03/07/2020,Mar 07,50,50,18145.0,1081.0,-0.3
Coffee County,03/14/2020,Mar 14,53,103,18092.0,1134.0,-0.6
Coffee County,03/21/2020,Mar 21,25,128,18067.0,1159.0,-0.7
Coffee County,03/28/2020,Mar 28,183,311,17884.0,1342.0,-1.7
Coffee County,04/04/2020,Apr 04,753,1064,17131.0,2095.0,-5.8
Coffee County,04/11/2020,Apr 11,588,1652,16543.0,2683.0,-9.1
Coffee County,04/18/2020,Apr 18,792,2444,15751.0,3475.0,-13.4
Coffee County,04/25/2020,Apr 25,899,3343,14852.0,4374.0,-18.4
Coffee County,05/02/2020,May 02,605,3948,14247.0,4979.0,-21.7
Coffee County,05/09/2020,May 09,587,4535,13660.0,5566.0,-24.9
Colquitt County,03/07/2020,Mar 07,35,35,20781.0,838.0,-0.2
Colquitt County,03/14/2020,Mar 14,21,56,20760.0,859.0,-0.3
Colquitt County,03/21/2020,Mar 21,22,78,20738.0,881.0,-0.4
Colquitt County,03/28/2020,Mar 28,224,302,20514.0,1105.0,-1.5
Colquitt County,04/04/2020,Apr 04,959,1261,19555.0,2064.0,-6.1
Colquitt County,04/11/2020,Apr 11,786,2047,18769.0,2850.0,-9.8
Colquitt County,04/18/2020,Apr 18,686,2733,18083.0,3536.0,-13.1
Colquitt County,04/25/2020,Apr 25,698,3431,17385.0,4234.0,-16.5
Colquitt County,05/02/2020,May 02,706,4137,16679.0,4940.0,-19.9
Colquitt County,05/09/2020,May 09,617,4754,16062.0,5557.0,-22.8
Columbia County,03/07/2020,Mar 07,51,51,72823.0,2894.0,-0.1
Columbia County,03/14/2020,Mar 14,33,84,72790.0,2927.0,-0.1
Columbia County,03/21/2020,Mar 21,59,143,72731.0,2986.0,-0.2
Columbia County,03/28/2020,Mar 28,1190,1333,71541.0,4176.0,-1.8
Columbia County,04/04/2020,Apr 04,3882,5215,67659.0,8058.0,-7.2
Columbia County,04/11/2020,Apr 11,2974,8189,64685.0,11032.0,-11.2
